,Fuel_type,Body_type,transmission,ownerNo,brand,model,modelYear,price,Insurance Validity,Kms Driven,Mileage,Engine,seat,Color,city
1145,Diesel,Hatchback,Manual,2,Volkswagen,Volkswagen Polo,2014,5.1,Comprehensive,77000.0,22.07,1199,5,Grey,Banglore
1146,Petrol,Hatchback,Manual,1,Hyundai,Hyundai i20,2017,6.58,Comprehensive,48285.0,18.6,1197,5,Silver,Banglore
1147,Petrol,Hatchback,Manual,1,Renault,Renault KWID,2021,5.14,Comprehensive,19062.0,21.74,999,5,White,Banglore
1148,Petrol,Hatchback,Automatic,2,Hyundai,Hyundai i10,2011,3.3,Third Party insurance,70000.0,16.95,1197,5,Others,Banglore
1149,Diesel,Sedan,Automatic,2,Mercedes-Benz,Mercedes-Benz E-Class,2015,22.5,Third Party insurance,120000.0,13.0,2143,5,Others,Banglore
1150,Petrol,Hatchback,Manual,1,Citroen,Citroen C3,2022,9.5,Third Party insurance,10000.0,19.3,1199,5,White,Banglore
1151,Petrol,Hatchback,Manual,3,Volkswagen,Volkswagen Polo,2014,4.95,Third Party insurance,80000.0,16.47,1198,5,Blue,Banglore
1152,Petrol,Hatchback,Manual,2,Fiat,Fiat Palio,2007,1.1,Third Party insurance,80000.0,15.5,1108,5,Silver,Banglore
1153,Petrol,Sedan,Manual,1,Toyota,Toyota Etios,2011,3.3,Comprehensive,87000.0,17.6,1496,5,Red,Banglore
1154,Diesel,Sedan,Automatic,1,Volkswagen,Volkswagen Vento,2016,7.75,Third Party insurance,80000.0,22.15,1498,5,Others,Banglore
1155,Petrol,Hatchback,Manual,2,Maruti,Maruti Wagon R,2010,2.6,Third Party insurance,110000.0,18.9,998,5,Others,Banglore
1156,Petrol,Sedan,Automatic,3,Honda,Honda City,2009,3.0,Third Party insurance,90000.0,16.8,1497,5,Others,Banglore
1157,Petrol,Hatchback,Automatic,1,Maruti,Maruti Swift,2019,6.5,Third Party insurance,30000.0,21.21,1197,5,Others,Banglore
1158,Petrol,Hatchback,Manual,1,Maruti,Maruti Alto K10,2016,3.75,Comprehensive,56276.0,23.95,998,5,Red,Banglore
1159,Petrol,Hatchback,Manual,1,Hyundai,Hyundai i20,2016,6.47,Comprehensive,27103.0,18.6,1197,5,White,Banglore
1160,Diesel,Hatchback,Manual,2,Ford,Ford Figo,2011,2.45,Third Party insurance,80000.0,20.0,1399,5,Others,Banglore
1161,Petrol,Hatchback,Automatic,1,Maruti,Maruti Ignis,2017,5.91,Zero Dep,46507.0,20.89,1197,5,Blue,Banglore
1162,Petrol,Hatchback,Manual,1,Hyundai,Hyundai Grand i10,2018,5.75,Third Party insurance,30000.0,18.9,1197,5,Others,Banglore
1163,Petrol,Sedan,Manual,1,Maruti,Maruti Swift Dzire,2017,6.59,Zero Dep,39070.0,21.21,1197,5,Red,Banglore
1164,Diesel,Sedan,Manual,1,Toyota,Toyota Etios,2019,7.2,Third Party insurance,120000.0,23.59,1364,5,Others,Banglore
1165,Petrol,Hatchback,Manual,1,Maruti,Maruti Baleno,2020,7.33,Third Party insurance,22438.0,21.01,1197,5,Others,Banglore
1166,Petrol,Hatchback,Automatic,2,Maruti,Maruti Baleno,2020,8.67,Zero Dep,21225.0,21.4,1197,5,Red,Banglore
1167,Petrol,Hatchback,Automatic,1,Honda,Honda Jazz,2019,8.5,Comprehensive,28737.0,18.2,1199,5,MODERN STEEL METALLIC,Banglore
1168,Petrol,SUV,Manual,1,Renault,Renault Kiger,2021,9.2,Third Party insurance,20000.0,20.5,999,5,Others,Banglore
1169,Diesel,Hatchback,Manual,1,Hyundai,Hyundai i20,2019,7.2,Third Party insurance,30000.0,22.54,1396,5,Others,Banglore
1170,Petrol,Hatchback,Manual,3,Chevrolet,Chevrolet Spark,2009,1.2,Third Party insurance,70000.0,18.0,995,5,Silver,Banglore
1171,Diesel,Sedan,Automatic,2,Mercedes-Benz,Mercedes-Benz C-Class,2010,6.5,Third Party insurance,120000.0,14.84,2143,5,Others,Banglore
1172,Petrol,Hatchback,Manual,2,Hyundai,Hyundai i20,2012,3.5,Third Party insurance,80000.0,18.5,1197,5,Gray,Banglore
1173,Diesel,Hatchback,Manual,2,Volkswagen,Volkswagen Polo,2010,3.6,Third Party insurance,100000.0,22.07,1199,5,Others,Banglore
1174,Diesel,Sedan,Automatic,1,Audi,Audi A6,2013,16.0,Third Party insurance,80000.0,17.68,1968,5,Others,Banglore
1175,Petrol,Hatchback,Manual,3,Maruti,Maruti Estilo,2009,2.0,Third Party insurance,40000.0,19.5,1061,5,Others,Banglore
1176,Diesel,Sedan,Manual,1,Skoda,Skoda Octavia,2018,16.0,Third Party insurance,70000.0,21.0,1968,5,Others,Banglore
1177,Diesel,Hatchback,Manual,2,Hyundai,Hyundai i20,2013,3.81,Third Party insurance,90106.0,21.9,1396,5,Silver,Banglore
1178,Petrol,Sedan,Manual,1,Skoda,Skoda Superb,2009,4.0,Third Party insurance,50000.0,13.7,1798,5,White,Banglore
1179,Petrol,Hatchback,Automatic,1,Maruti,Maruti Celerio,2016,3.89,Zero Dep,138175.0,26.68,998,5,Red,Banglore
1180,Petrol,Hatchback,Manual,1,Renault,Renault KWID,2019,4.45,Third Party insurance,55609.0,23.01,999,5,White,Banglore
1181,Diesel,Hatchback,Manual,3,Tata,Tata Indica V2,2015,1.86,Third Party insurance,120000.0,17.88,1405,5,White,Banglore
1182,Petrol,Hatchback,Automatic,1,Maruti,Maruti Swift,2018,6.42,Comprehensive,56410.0,22.56,1197,5,Silver,Banglore
1183,Petrol,Hatchback,Manual,1,Maruti,Maruti Baleno,2022,7.25,Third Party insurance,30000.0,22.35,1197,5,Silver,Banglore
1184,Petrol,Hatchback,Manual,1,Hyundai,Hyundai i20,2017,6.16,Comprehensive,77593.0,18.6,1197,5,White,Banglore
1185,Petrol,SUV,Manual,1,Honda,Honda WR-V,2018,6.94,Third Party,49538.0,17.5,1199,5,Silver,Banglore
1186,Diesel,Sedan,Manual,4,Chevrolet,Chevrolet Cruze,2012,4.0,Third Party insurance,87000.0,17.3,1998,5,Gray,Banglore
1187,Diesel,SUV,Manual,1,Mahindra,Mahindra Bolero,2016,6.5,Third Party insurance,80000.0,15.96,2523,9,Others,Banglore
1188,Petrol,Hatchback,Manual,2,Datsun,Datsun RediGO,2018,3.0,Third Party insurance,50000.0,22.5,999,5,Others,Banglore
1189,Diesel,Hatchback,Manual,1,Maruti,Maruti Swift,2012,4.0,Third Party insurance,120000.0,22.9,1248,5,Others,Banglore
1190,Petrol,Hatchback,Manual,1,Maruti,Maruti Swift,2018,6.49,Third Party insurance,30000.0,22.0,1197,5,Others,Banglore
1191,Diesel,Hatchback,Manual,2,Volkswagen,Volkswagen Polo,2010,3.6,Third Party insurance,100000.0,22.07,1199,5,Others,Banglore
1192,Diesel,Hatchback,Manual,2,Volkswagen,Volkswagen Polo,2010,3.6,Third Party insurance,100000.0,22.07,1199,5,Others,Banglore
1193,Petrol,Hatchback,Manual,3,Hyundai,Hyundai Santro Xing,2010,2.4,Third Party insurance,120000.0,17.92,1086,5,Others,Banglore
1194,Petrol,Hatchback,Automatic,1,Hyundai,Hyundai Grand i10 Nios,2021,8.0,Third Party insurance,30000.0,20.7,1197,5,Others,Banglore
1195,Diesel,Hatchback,Manual,1,Maruti,Maruti Swift,2009,3.5,Third Party insurance,100000.0,17.8,1248,5,Others,Banglore
1196,Petrol,Hatchback,Manual,2,Maruti,Maruti Celerio,2016,4.15,Third Party insurance,41268.0,25.24,998,5,Silver,Banglore
1197,Petrol,Hatchback,Manual,1,Maruti,Maruti Swift,2011,3.84,Comprehensive,60020.0,22.38,1197,5,Red,Banglore
1198,Diesel,SUV,Manual,1,Mahindra,Mahindra XUV500,2015,9.0,Third Party insurance,120000.0,16.0,2179,7,Others,Banglore
1199,Diesel,Hatchback,Manual,1,Hyundai,Hyundai i20,2016,7.82,Third Party insurance,32148.0,22.54,1396,5,Red,Banglore
1200,Petrol,Hatchback,Automatic,1,Maruti,Maruti Celerio,2016,4.63,Comprehensive,69565.0,26.0,998,5,Silver,Banglore
1201,Diesel,Hatchback,Manual,1,Honda,Honda Jazz,2017,6.6,Third Party insurance,60000.0,27.3,1498,5,White,Banglore
1202,Petrol,Hatchback,Automatic,1,Maruti,Maruti Swift,2018,6.63,Comprehensive,26007.0,22.56,1197,5,White,Banglore
1203,Petrol,SUV,Manual,2,Ford,Ford Ecosport,2018,9.0,Third Party insurance,30000.0,18.88,999,5,Brown,Banglore
1204,Petrol,Hatchback,Manual,2,Maruti,Maruti Swift,2010,3.16,Comprehensive,134850.0,22.38,1197,5,Blue,Banglore
1205,Petrol,Hatchback,Manual,1,Maruti,Maruti Celerio,2015,4.36,Comprehensive,44385.0,25.24,998,5,White,Banglore
1206,Diesel,SUV,Manual,2,Tata,Tata New Safari,2009,2.8,Third Party insurance,120000.0,13.93,2179,7,White,Banglore
1207,Diesel,SUV,Manual,1,Hyundai,Hyundai Creta,2018,13.5,Third Party insurance,30000.0,19.67,1582,5,Others,Banglore
1208,Diesel,Sedan,Automatic,3,BMW,BMW 3 Series,2011,9.75,Third Party insurance,87000.0,13.2,1995,5,Black,Banglore
1209,Petrol,Sedan,Automatic,1,Honda,Honda City,2014,5.2,Comprehensive,102662.0,18.0,1497,5,TITANIUM GREY,Banglore
1210,Petrol,SUV,Automatic,1,Skoda,Skoda Kushaq,2022,17.65,Comprehensive,13802.0,17.2,999,5,White,Banglore
1211,Diesel,Hatchback,Manual,4,Ford,Ford Figo,2011,1.75,Third Party insurance,90000.0,20.0,1399,5,Others,Banglore
1212,Petrol,Hatchback,Manual,2,Hyundai,Hyundai i20,2011,4.0,Third Party insurance,40000.0,17.0,1197,5,Others,Banglore
1213,Petrol,Sedan,Automatic,2,Mercedes-Benz,Mercedes-Benz C-Class,2011,9.5,Third Party insurance,65000.0,14.74,1991,5,White,Banglore
1214,Petrol,SUV,Manual,1,Kia,Kia Seltos,2020,15.95,Comprehensive,42000.0,16.1,1353,5,White,Banglore
1215,Petrol,Hatchback,Automatic,2,Hyundai,Hyundai Grand i10,2017,5.93,Comprehensive,13444.0,18.9,1197,5,Silver,Banglore
1216,Diesel,SUV,Manual,1,Mahindra,Mahindra XUV300,2019,10.57,Third Party insurance,56226.0,20.0,1497,5,Silver,Banglore
1217,Petrol,Hatchback,Automatic,1,Renault,Renault KWID,2020,5.6,Third Party,8733.0,22.0,999,5,Red,Banglore
1218,Petrol,Sedan,Automatic,1,Honda,Honda City,2020,12.64,Comprehensive,57963.0,18.3,1498,5,White,Banglore
1219,Petrol,Sedan,Automatic,1,Honda,Honda City,2022,16.66,Comprehensive,19508.0,16.4,1497,5,PLATINUM WHITE,Banglore
1220,Petrol,Sedan,Manual,1,Honda,Honda City,2018,7.89,Third Party insurance,49423.0,17.4,1497,5,Brown,Banglore
1221,Petrol,Hatchback,Manual,2,Maruti,Maruti Swift,2012,4.59,Comprehensive,78622.0,22.38,1197,5,White,Banglore
1222,Diesel,SUV,Manual,1,Hyundai,Hyundai Venue,2022,12.75,Third Party insurance,18025.0,18.59550782650257,1493,5,Blue,Banglore
1223,Petrol,Sedan,Manual,1,Honda,Honda City,2010,3.75,Comprehensive,68220.0,17.0,1497,5,White,Banglore
1224,Diesel,SUV,Automatic,1,Jeep,Jeep Meridian,2022,38.75,Comprehensive,6000.0,18.59550782650257,1956,7,Maroon,Banglore
1225,Diesel,SUV,Manual,1,Mahindra,Mahindra Thar,2018,9.85,Third Party insurance,59889.0,16.55,2498,6,Golden,Banglore
1226,Diesel,Sedan,Automatic,2,Jaguar,Jaguar XE,2019,37.75,Comprehensive,11000.0,13.5,1999,5,White,Banglore
1227,Petrol,Hatchback,Manual,1,Hyundai,Hyundai i20,2019,8.25,Comprehensive,38500.0,18.6,1197,5,Red,Banglore
1228,Diesel,SUV,Automatic,2,Toyota,Toyota Fortuner,2013,16.25,Comprehensive,120000.0,12.55,2982,7,Silver,Banglore
1229,Diesel,Sedan,Automatic,2,BMW,BMW 3 Series,2016,21.98,Third Party insurance,39157.0,22.69,1995,5,White,Banglore
1230,Diesel,MUV,Manual,1,Toyota,Toyota Innova,2008,8.25,Comprehensive,162000.0,12.8,2494,7,Golden,Banglore
1231,Petrol,Hatchback,Automatic,2,BMW,BMW 1 Series,2013,11.75,Third Party,89900.0,16.28,1598,5,Blue,Banglore
1232,Petrol,Hatchback,Automatic,1,Maruti,Maruti Baleno,2017,6.56,Comprehensive,58666.0,21.4,1197,5,White,Banglore
1233,Petrol,Sedan,Automatic,1,Maruti,Maruti Swift Dzire,2018,6.12,Third Party insurance,54137.0,21.21,1197,5,Silver,Banglore
1234,Diesel,SUV,Manual,2,Toyota,Toyota Fortuner,2011,11.95,Comprehensive,180000.0,11.5,2982,7,Silver,Banglore
1235,Petrol,Hatchback,Manual,1,Renault,Renault KWID,2019,4.36,Comprehensive,21997.0,23.01,999,5,Red,Banglore
1236,Petrol,Sedan,Automatic,2,Maruti,Maruti Swift Dzire,2020,7.21,Comprehensive,40394.0,21.21,1197,5,Blue,Banglore
1237,Diesel,SUV,Automatic,2,BMW,BMW X1,2015,17.5,Comprehensive,49000.0,17.05,1995,5,Green,Banglore
1238,Petrol,SUV,Manual,1,Ford,Ford Ecosport,2017,6.2,Comprehensive,80390.0,15.85,1499,5,White,Banglore
1239,Diesel,Sedan,Automatic,1,Mercedes-Benz,Mercedes-Benz C-Class,2018,32.99,Comprehensive,52721.0,12.6,1950,5,White,Banglore
1240,Petrol,Hatchback,Automatic,1,Maruti,Maruti Baleno,2017,6.43,Comprehensive,55127.0,21.4,1197,5,Red,Banglore
1241,Diesel,SUV,Manual,2,Ford,Ford Ecosport,2018,8.22,Comprehensive,35922.0,23.0,1498,5,Blue,Banglore
1242,Petrol,Sedan,Automatic,1,Honda,Honda Amaze,2019,8.38,Third Party insurance,16883.0,19.0,1199,5,Red,Banglore
1243,Diesel,SUV,Manual,2,Renault,Renault Duster,2013,6.25,Comprehensive,86000.0,19.6,1461,5,White,Banglore
1244,Petrol,Sedan,Automatic,1,Skoda,Skoda Octavia,2016,11.25,Comprehensive,88000.0,15.1,1798,5,Maroon,Banglore
1245,Diesel,SUV,Automatic,1,Jeep,Jeep Compass,2020,25.45,Comprehensive,34000.0,17.1,1956,5,White,Banglore
1246,Diesel,Hatchback,Manual,1,Skoda,Skoda Fabia,2013,3.45,Comprehensive,110000.0,20.86,1199,5,Grey,Banglore
1247,Diesel,SUV,Manual,1,Renault,Renault Duster,2020,9.99,Third Party insurance,55398.0,19.87,1461,5,Orange,Banglore
1248,Petrol,SUV,Automatic,2,Ford,Ford Ecosport,2015,6.75,Comprehensive,54000.0,14.7,1496,5,Orange,Banglore
1249,Petrol,Hatchback,Manual,1,Volkswagen,Volkswagen Polo,2019,8.75,Comprehensive,25829.0,18.78,999,5,Brown,Banglore
1250,Petrol,Hatchback,Manual,1,Maruti,Maruti Celerio,2016,4.85,Comprehensive,36913.0,23.1,998,5,Silver,Banglore
1251,Diesel,Hatchback,Manual,1,Hyundai,Hyundai i20,2018,7.75,Comprehensive,34000.0,22.54,1396,5,White,Banglore
1252,Petrol,Hatchback,Automatic,2,Maruti,Maruti Swift,2018,6.55,Third Party insurance,42162.0,22.56,1197,5,Silver,Banglore
1253,Petrol,Hatchback,Automatic,2,Maruti,Maruti Celerio,2016,5.25,Comprehensive,48041.0,23.1,998,5,Red,Banglore
1254,Petrol,Hatchback,Manual,3,Renault,Renault KWID,2020,4.42,Third Party insurance,43285.0,23.01,999,5,Blue,Banglore
1255,Petrol,Hatchback,Manual,1,Hyundai,Hyundai i20,2012,4.76,Comprehensive,44326.0,18.5,1197,5,Silver,Banglore
1256,Petrol,Hatchback,Automatic,2,Volkswagen,Volkswagen Polo,2017,8.65,Comprehensive,62984.0,17.21,1197,5,White,Banglore
1257,Petrol,Hatchback,Manual,2,Maruti,Maruti Swift,2010,3.38,Comprehensive,99276.0,22.38,1197,5,Silver,Banglore
1258,Petrol,SUV,Automatic,2,Hyundai,Hyundai Creta,2018,12.99,Comprehensive,42812.0,13.0,1591,5,White,Banglore
1259,Petrol,Hatchback,Manual,1,Maruti,Maruti Swift,2013,4.92,Comprehensive,57770.0,22.38,1197,5,Red,Banglore
1260,Petrol,Hatchback,Automatic,3,Hyundai,Hyundai Grand i10,2017,5.44,Third Party,42220.0,18.9,1197,5,Red,Banglore
1261,Diesel,SUV,Automatic,1,Mahindra,Mahindra XUV500,2016,13.65,Third Party insurance,66977.0,16.0,2179,7,Grey,Banglore
1262,Petrol,SUV,Manual,1,Hyundai,Hyundai Venue,2021,10.85,Third Party,29916.0,18.0,998,5,White,Banglore
1263,Petrol,Sedan,Automatic,1,Skoda,Skoda Slavia,2022,14.88,Third Party,10066.0,18.07,999,5,Silver,Banglore
1264,Petrol,Sedan,Automatic,2,Skoda,Skoda Rapid,2019,9.39,Comprehensive,39243.0,14.84,1598,5,White,Banglore
1265,Petrol,Sedan,Automatic,2,Skoda,Skoda Rapid,2017,8.88,Third Party insurance,36309.0,14.84,1598,5,White,Banglore
1266,Petrol,Hatchback,Automatic,1,Maruti,Maruti Celerio,2014,4.25,Third Party,69408.0,23.1,998,5,Maroon,Banglore
1267,Petrol,Sedan,Automatic,2,Honda,Honda Amaze,2019,8.18,Third Party insurance,12064.0,19.0,1199,5,White,Banglore
1268,Diesel,Sedan,Automatic,1,Mercedes-Benz,Mercedes-Benz E-Class,2013,19.44,Comprehensive,74000.0,14.21,2143,5,Grey,Banglore
1269,Petrol,Hatchback,Automatic,1,Maruti,Maruti Swift,2018,6.95,Comprehensive,18000.0,22.0,1197,5,Blue,Banglore
1270,Petrol,Sedan,Automatic,1,Volkswagen,Volkswagen Vento,2010,4.75,Comprehensive,59000.0,14.4,1598,5,Silver,Banglore
1271,Petrol,Hatchback,Manual,1,Hyundai,Hyundai Grand i10,2018,5.51,Comprehensive,17190.0,18.9,1197,5,Blue,Banglore
1272,Petrol,Hatchback,Manual,1,Maruti,Maruti Wagon R,2013,3.52,Comprehensive,58323.0,18.9,998,5,Brown,Banglore
1273,Petrol,Sedan,Manual,1,Honda,Honda City,2015,6.0,Comprehensive,40765.0,17.8,1497,5,Red,Banglore
1274,Petrol,Hatchback,Automatic,2,Maruti,Maruti Celerio,2016,4.79,Third Party,58198.0,26.0,998,5,Silver,Banglore
1275,Petrol,Hatchback,Manual,1,Hyundai,Hyundai Grand i10,2019,5.59,Third Party insurance,42976.0,18.9,1197,5,Silver,Banglore
1276,Diesel,SUV,Automatic,1,Hyundai,Hyundai Tucson,2017,15.19,Comprehensive,104507.0,18.59550782650257,1995,7,White,Banglore
1277,Petrol,Sedan,Manual,1,Maruti,Maruti Swift Dzire,2012,4.09,Third Party,44074.0,22.41,1197,5,Black,Banglore
1278,Petrol,Hatchback,Automatic,1,Maruti,Maruti Wagon R,2017,5.39,Comprehensive,21000.0,21.79,998,5,White,Banglore
1279,Petrol,Hatchback,Manual,1,Maruti,Maruti Swift,2021,7.37,Third Party,14089.0,22.38,1197,5,Red,Banglore
1280,Diesel,Sedan,Manual,2,Honda,Honda City,2014,5.26,Comprehensive,94378.0,26.0,1498,5,Red,Banglore
1281,Diesel,SUV,Automatic,1,Mahindra,Mahindra XUV500,2016,13.5,Comprehensive,71000.0,16.0,2179,7,Silver,Banglore
1282,Diesel,SUV,Manual,1,Toyota,Toyota Fortuner,2018,31.94,Comprehensive,174000.0,14.24,2755,7,White,Banglore
1283,Petrol,Hatchback,Automatic,2,Hyundai,Hyundai Grand i10,2016,5.85,Comprehensive,58000.0,18.9,1197,5,White,Banglore
1284,Diesel,SUV,Automatic,2,Audi,Audi Q3,2014,14.95,Third Party insurance,113000.0,15.73,1968,5,Brown,Banglore
1285,Diesel,SUV,Automatic,2,Volvo,Volvo XC 90,2010,10.9,Comprehensive,170402.0,11.1,2400,7,White,Banglore
1286,Diesel,Sedan,Automatic,2,Audi,Audi A4,2016,21.0,Comprehensive,30000.0,18.25,1968,5,White,Banglore
1287,Petrol,Sedan,Manual,1,Maruti,Maruti Swift Dzire,2014,5.9,Comprehensive,59000.0,19.1,1197,5,Silver,Banglore
1288,Diesel,SUV,Manual,1,Mahindra,Mahindra XUV500,2021,18.99,Comprehensive,25883.0,15.1,2179,7,White,Banglore
1289,Petrol,SUV,Manual,1,Volkswagen,Volkswagen Taigun,2021,15.45,Comprehensive,32746.0,20.08,999,5,White,Banglore
1290,Petrol,Sedan,Automatic,1,Skoda,Skoda Octavia,2017,18.95,Comprehensive,35038.0,14.7,1798,5,White,Banglore
1291,Petrol,Hatchback,Manual,3,Ford,Ford Freestyle,2018,5.4,Comprehensive,38995.0,19.0,1194,5,Yellow,Banglore
1292,Petrol,Hatchback,Manual,1,Maruti,Maruti Swift,2013,4.91,Comprehensive,61102.0,22.38,1197,5,Red,Banglore
1293,Diesel,SUV,Manual,2,Skoda,Skoda Yeti,2012,6.25,Comprehensive,132000.0,17.67,1968,5,Silver,Banglore
1294,Petrol,Hatchback,Manual,1,Maruti,Maruti S-Presso,2021,4.36,Third Party insurance,52288.0,21.7,998,5,Others,Banglore
1295,Petrol,Hatchback,Automatic,1,Honda,Honda Jazz,2017,6.16,Comprehensive,69054.0,19.0,1199,5,Brown,Banglore
1296,Petrol,SUV,Manual,1,Renault,Renault Duster,2015,6.75,Comprehensive,67000.0,13.24,1598,5,Silver,Banglore
1297,Diesel,Sedan,Manual,2,Maruti,Maruti Swift Dzire,2015,5.33,Comprehensive,51745.0,26.59,1248,5,Black,Banglore
1298,Petrol,Convertibles,Automatic,1,Audi,Audi A3 cabriolet,2015,34.95,Comprehensive,22000.0,16.6,1798,4,Red,Banglore
1299,Petrol,Hatchback,Manual,2,Hyundai,Hyundai Grand i10,2017,6.26,Comprehensive,11268.0,18.9,1197,5,Silver,Banglore
1300,Petrol,Hatchback,Manual,1,Tata,Tata Tiago,2020,6.32,Zero Dep,24357.0,20.09,1199,5,Red,Banglore
1301,Diesel,MUV,Manual,2,Toyota,Toyota Innova Crysta,2016,17.75,Comprehensive,157000.0,13.68,2393,8,White,Banglore
1302,Petrol,Sedan,Manual,1,Honda,Honda City,2018,10.0,Comprehensive,9982.0,17.0,1497,5,Golden Brown,Banglore
1303,Diesel,Sedan,Automatic,1,Audi,Audi A3,2020,28.75,Comprehensive,22000.0,20.38,1968,5,Red,Banglore
1304,Petrol,SUV,Manual,1,Hyundai,Hyundai Venue,2020,10.85,Comprehensive,27000.0,18.0,998,5,Blue,Banglore
1305,Diesel,Sedan,Automatic,2,BMW,BMW 3 Series,2017,22.75,Comprehensive,68000.0,22.69,1995,5,White,Banglore
1306,Petrol,SUV,Automatic,1,Hyundai,Hyundai Venue,2022,13.65,Comprehensive,19000.0,18.15,998,5,White,Banglore
1307,Diesel,SUV,Automatic,2,BMW,BMW X1,2012,15.5,Third Party insurance,41000.0,17.05,1995,5,Brown,Banglore
1308,Diesel,SUV,Automatic,1,BMW,BMW X1,2018,30.25,Comprehensive,49000.0,20.68,1995,5,Blue,Banglore
1309,Diesel,Sedan,Automatic,2,BMW,BMW 5 Series,2018,42.75,Comprehensive,45000.0,20.37,1995,5,Black,Banglore
1310,Diesel,SUV,Automatic,2,BMW,BMW X5,2016,44.5,Comprehensive,75000.0,11.7,2993,5,White,Banglore
1311,Petrol,Hatchback,Manual,1,Maruti,Maruti Celerio,2015,4.83,Third Party,39613.0,25.24,998,5,Red,Banglore
1312,Petrol,Sedan,Automatic,2,Honda,Honda City,2018,10.07,Third Party insurance,68906.0,18.0,1497,5,White,Banglore
1313,Petrol,SUV,Automatic,1,Renault,Renault Duster,2019,9.95,Comprehensive,33000.0,13.9,1498,5,White,Banglore
1314,Petrol,Sedan,Manual,1,Maruti,Maruti Swift Dzire,2016,5.73,Comprehensive,71423.0,22.41,1197,5,Red,Banglore
1315,Petrol,Sedan,Manual,1,Maruti,Maruti Swift Dzire,2015,6.58,Comprehensive,17811.0,22.41,1197,5,Silver,Banglore
1316,Diesel,SUV,Automatic,1,Hyundai,Hyundai Creta,2017,12.45,Comprehensive,79000.0,17.6,1582,5,White,Banglore
1317,Petrol,Hatchback,Automatic,1,Maruti,Maruti Baleno,2020,9.06,Zero Dep,9724.0,21.4,1197,5,Silver,Banglore
1318,Petrol,SUV,Manual,1,Hyundai,Hyundai Creta,2019,11.95,Comprehensive,75000.0,15.8,1591,5,White,Banglore
1319,Petrol,Sedan,Manual,1,Toyota,Toyota Yaris,2021,10.31,Comprehensive,20754.0,17.1,1496,5,White,Banglore
1320,Petrol,Hatchback,Manual,3,Hyundai,Hyundai Grand i10,2015,4.13,Comprehensive,50510.0,18.9,1197,5,Red,Banglore
1321,Petrol,Hatchback,Manual,1,Hyundai,Hyundai Grand i10,2019,6.24,Comprehensive,35000.0,18.9,1197,5,White,Banglore
1322,Diesel,Sedan,Manual,3,Hyundai,Hyundai Verna,2011,4.65,Comprehensive,85000.0,22.32,1582,5,Silver,Banglore
1323,Petrol,Sedan,Automatic,1,Honda,Honda City,2018,10.5,Third Party insurance,48979.0,18.0,1497,5,White,Banglore
1324,Petrol,SUV,Manual,2,Tata,Tata Nexon,2017,7.25,Comprehensive,46000.0,17.0,1198,5,Red,Banglore
1325,Diesel,SUV,Automatic,1,Mahindra,Mahindra Thar,2020,18.0,Comprehensive,9000.0,18.59550782650257,2184,4,Red,Banglore
1326,Diesel,Sedan,Manual,2,Ford,Ford Aspire,2018,6.5,Third Party insurance,70000.0,26.1,1498,5,Maroon,Banglore
1327,Diesel,Sedan,Automatic,2,Volvo,Volvo S60,2014,13.95,Third Party insurance,78000.0,27.03,1969,5,Red,Banglore
1328,Diesel,Sedan,Manual,1,Honda,Honda Amaze,2021,8.65,Comprehensive,1500.0,24.7,1498,5,Golden Brown,Banglore
1329,Diesel,Sedan,Automatic,2,BMW,BMW 5 Series,2011,14.23,Comprehensive,70000.0,18.48,1995,5,Golden,Banglore
1330,Diesel,SUV,Automatic,1,MG,MG Gloster,2023,43.99,Comprehensive,8187.0,13.92,1996,6,Black,Banglore
1331,Petrol,Sedan,Manual,3,Maruti,Maruti Swift Dzire,2014,4.75,Comprehensive,81777.0,22.41,1197,5,Silver,Banglore
1332,Petrol,Sedan,Automatic,2,Honda,Honda City,2016,7.47,Comprehensive,48698.0,18.0,1497,5,Others,Banglore
1333,Petrol,SUV,Automatic,1,Kia,Kia Seltos,2020,15.9,Comprehensive,21000.0,16.5,1353,5,Grey,Banglore
1334,Petrol,Hatchback,Automatic,2,Hyundai,Hyundai Grand i10,2016,5.2,Comprehensive,67771.0,18.9,1197,5,Silver,Banglore
1335,Petrol,Sedan,Manual,1,Maruti,Maruti Swift Dzire,2015,5.3,Third Party,60386.0,22.41,1197,5,White,Banglore
1336,Petrol,Hatchback,Automatic,1,Tata,Tata Tiago,2018,5.95,Comprehensive,48928.0,23.84,1199,5,Red,Banglore
1337,Petrol,Hatchback,Manual,1,Hyundai,Hyundai i20,2010,3.12,Third Party,111374.0,18.5,1197,5,Silver,Banglore
1338,Petrol,SUV,Manual,2,Hyundai,Hyundai Creta,2017,9.2,Third Party insurance,33000.0,15.8,1591,5,Grey,Banglore
1339,Petrol,Hatchback,Manual,1,Maruti,Maruti Alto 800,2021,4.03,Zero Dep,40561.0,22.05,796,5,Silver,Banglore
1340,Petrol,Hatchback,Manual,1,Maruti,Maruti Swift,2013,4.15,Comprehensive,92529.0,22.38,1197,5,White,Banglore
1341,Petrol,Sedan,Automatic,1,Honda,Honda Amaze,2019,8.5,Comprehensive,42000.0,18.1,1199,5,Maroon,Banglore
1342,Diesel,MUV,Automatic,1,Kia,Kia Carnival,2020,27.0,Comprehensive,55342.0,14.11,2199,7,Aurora Black Pearl,Banglore
